085,1732242300.897079,15.1,7.1,-116.6,None,None,None
085,1732242300.9602816,15.1,7.1,-116.6,None,None,None
085,1732242301.019377,15.1,7.1,-116.5,None,None,None
085,1732242301.0797172,13.2,7.0,-116.4,None,None,None
085,1732242301.134686,9.5,6.9,-115.8,None,None,None
085,1732242301.1894708,5.2,6.8,-115.3,None,None,None
085,1732242301.2432907,0.5,6.6,-114.7,None,None,None
085,1732242301.300184,-3.1,6.6,-114.6,None,None,None
085,1732242301.3569655,-5.8,6.5,-114.7,None,None,None
085,1732242301.4116614,-8.7,6.4,-114.7,None,None,None
085,1732242301.4698415,-11.7,6.4,-114.6,None,None,None
085,1732242301.5293174,-18.8,6.2,-114.3,None,None,None
085,1732242301.5817862,-21.9,6.2,-114.1,None,None,None
085,1732242301.6357138,-24.5,6.1,-114.2,None,None,None
085,1732242301.6908665,-26.4,6.1,-114.2,None,None,None
085,1732242301.7489507,-27.3,6.1,-114.3,None,None,None
085,1732242301.8061845,-27.1,6.1,-114.3,None,None,None
085,1732242301.8615718,-25.3,6.1,-114.4,None,None,None
085,1732242301.916668,-22.6,6.2,-114.4,None,None,None
085,1732242301.9750159,-16.2,6.3,-114.3,None,None,None
085,1732242302.0165145,-16.2,6.3,-114.3,None,None,None
085,1732242302.088117,-10.1,6.4,-114.3,None,None,None
085,1732242302.142657,-6.8,6.5,-114.5,None,None,None
085,1732242302.1982841,-2.8,6.6,-114.7,None,None,None
085,1732242302.2532935,1.9,6.7,-115.3,None,None,None
085,1732242302.3109524,6.5,6.8,-115.8,None,None,None
085,1732242302.367377,10.2,6.9,-116.4,None,None,None
085,1732242302.4221096,13.2,7.0,-116.8,None,None,None
085,1732242302.482695,15.3,7.1,-117.3,None,None,None
085,1732242302.5360672,15.3,7.1,-117.4,None,None,None
085,1732242302.5926213,15.3,7.1,-117.5,None,None,None
085,1732242302.6500309,15.3,7.1,-117.7,None,None,None
085,1732242302.704861,15.2,7.1,-118.1,None,None,None
085,1732242302.7622228,14.2,6.9,-118.9,None,None,None
085,1732242302.8193457,8.6,6.9,-118.4,None,None,None
085,1732242302.8731315,1.2,6.5,-117.0,None,None,None
085,1732242302.9330342,-8.7,5.7,-116.6,None,None,None
085,1732242302.9736414,-8.7,5.7,-116.6,None,None,None
085,1732242303.0459266,-22.2,6.2,-114.8,None,None,None
085,1732242303.1010146,-27.2,6.1,-114.0,None,None,None
085,1732242303.155457,-31.9,6.1,-113.4,None,None,None
085,1732242303.2130117,-34.7,6.0,-113.1,None,None,None
085,1732242303.2684994,-35.7,6.0,-113.1,None,None,None
085,1732242303.3243833,-34.3,6.0,-113.3,None,None,None
085,1732242303.3843806,-24.1,6.2,-114.8,None,None,None
085,1732242303.4400961,-17.4,6.3,-115.8,None,None,None
085,1732242303.4928448,-10.6,6.4,-117.0,None,None,None
085,1732242303.5513785,-5.8,6.5,-117.9,None,None,None
085,1732242303.6059997,-2.8,6.6,-118.4,None,None,None
085,1732242303.6650114,0.6,6.7,-119.3,None,None,None
085,1732242303.7219675,2.9,6.7,-119.9,None,None,None
085,1732242303.7800279,5.4,6.8,-119.4,None,None,None
085,1732242303.8268948,5.4,6.8,-119.4,None,None,None
085,1732242303.8934152,4.5,5.5,-112.5,None,None,None
085,1732242303.9484797,4.0,3.7,-106.9,None,None,None
085,1732242304.0035005,3.2,2.2,-101.0,None,None,None
085,1732242304.0606198,3.1,2.1,-95.0,None,None,None
085,1732242304.115279,4.0,3.5,-88.7,None,None,None
085,1732242304.1733088,4.6,3.2,-80.8,None,None,None
085,1732242304.2337234,10.0,-3.1,-66.2,None,None,None
085,1732242304.2753825,10.0,-3.1,-66.2,None,None,None
085,1732242304.3469026,18.0,-11.0,-52.7,None,None,None
085,1732242304.4025037,20.7,-11.8,-45.599999999999994,None,None,None
085,1732242304.4584508,23.1,-10.8,-36.0,None,None,None
085,1732242304.5180006,26.1,-9.0,-25.900000000000006,None,None,None
085,1732242304.576204,29.8,-7.3,-17.19999999999999,None,None,None
085,1732242304.6341367,35.0,-1.6,-4.099999999999994,None,None,None
085,1732242304.67623,35.0,-1.6,-4.099999999999994,None,None,None
085,1732242304.7486405,36.2,8.6,7.0,None,None,None
085,1732242304.8483431,37.2,12.9,13.599999999999994,None,None,None
085,1732242304.901301,38.1,10.4,12.300000000000011,None,None,None
085,1732242304.961058,37.6,9.4,12.199999999999989,None,None,None
085,1732242305.0171704,39.0,10.3,12.699999999999989,None,None,None
085,1732242305.0762217,41.8,8.2,10.199999999999989,None,None,None
085,1732242305.1363316,48.0,1.2,0.5,None,None,None
085,1732242305.1898637,51.7,-2.0,-9.599999999999994,None,None,None
085,1732242305.2447217,52.8,-5.7,-20.099999999999994,None,None,None
085,1732242305.3030448,54.6,-9.6,-28.19999999999999,None,None,None
085,1732242305.3575232,55.8,-18.4,-41.0,None,None,None
085,1732242305.4147913,55.5,-22.0,-49.099999999999994,None,None,None
085,1732242305.472312,53.3,-27.4,-62.8,None,None,None
085,1732242305.5280304,47.9,-29.6,-70.1,None,None,None
085,1732242305.5897038,37.8,-32.1,-84.3,None,None,None
085,1732242305.6483238,33.1,-31.3,-90.1,None,None,None
085,1732242305.7016566,28.8,-30.0,-94.0,None,None,None
085,1732242305.7569304,24.8,-27.7,-98.0,None,None,None
085,1732242305.8153868,20.3,-26.0,-104.4,None,None,None
085,1732242305.87023,16.6,-22.4,-110.9,None,None,None
085,1732242305.9269264,14.5,-16.7,-117.8,None,None,None
085,1732242305.9866066,17.0,-5.5,-127.9,None,None,None
085,1732242306.0412865,21.7,-1.8,-131.6,None,None,None
085,1732242306.0971062,28.5,-1.0,-135.6,None,None,None
085,1732242306.1544402,33.6,-0.7,-138.0,None,None,None
085,1732242306.20856,39.6,1.7,-138.5,None,None,None
085,1732242306.2671223,43.2,3.3,-137.4,None,None,None
085,1732242306.3222277,47.6,5.6,-136.4,None,None,None
085,1732242306.3786027,52.2,8.4,-133.6,None,None,None
085,1732242306.438353,60.6,14.7,-126.6,None,None,None
085,1732242306.4920104,64.3,17.9,-123.3,None,None,None
085,1732242306.5502443,67.8,21.7,-119.6,None,None,None
085,1732242306.607599,71.4,23.9,-116.9,None,None,None
085,1732242306.6622577,74.9,28.8,-111.0,None,None,None
085,1732242306.719768,78.7,38.0,-100.4,None,None,None
085,1732242306.777417,81.6,52.9,-84.5,None,None,None
085,1732242306.8370237,85.5,109.9,-25.900000000000006,None,None,None
085,1732242306.8779492,85.5,109.9,-25.900000000000006,None,None,None
