085,1732242306.9504588,80.6,164.8,30.69999999999999,None,None,None
085,1732242307.0053325,77.7,173.2,39.0,None,None,None
085,1732242307.0609663,74.4,178.6,44.80000000000001,None,None,None
085,1732242307.1203525,71.0,-178.3,47.400000000000006,None,None,None
085,1732242307.1778011,67.7,-177.8,48.400000000000006,None,None,None
085,1732242307.234833,62.8,175.8,44.400000000000006,None,None,None
085,1732242307.27766,62.8,175.8,44.400000000000006,None,None,None
085,1732242307.3497753,58.3,173.5,40.599999999999994,None,None,None
085,1732242307.4034317,56.9,172.7,41.0,None,None,None
085,1732242307.4610054,54.5,171.8,41.099999999999994,None,None,None
085,1732242307.5184708,53.4,171.0,40.599999999999994,None,None,None
085,1732242307.576519,54.4,170.9,39.900000000000006,None,None,None
085,1732242307.635354,58.7,170.2,39.099999999999994,None,None,None
085,1732242307.6771264,58.7,170.2,39.099999999999994,None,None,None
085,1732242307.7496748,67.5,164.6,32.400000000000006,None,None,None
085,1732242307.8040779,70.2,158.2,27.0,None,None,None
085,1732242307.8603184,72.9,149.7,19.900000000000006,None,None,None
085,1732242307.9163291,75.4,146.0,15.900000000000006,None,None,None
085,1732242307.9726777,77.5,137.6,8.400000000000006,None,None,None
085,1732242308.0300891,80.3,134.1,4.400000000000006,None,None,None
085,1732242308.0927598,84.0,104.8,-25.400000000000006,None,None,None
085,1732242308.147369,84.0,81.8,-49.19999999999999,None,None,None
085,1732242308.202043,82.6,65.9,-65.4,None,None,None
085,1732242308.2604692,81.8,51.8,-79.8,None,None,None
085,1732242308.3159833,80.0,40.1,-91.8,None,None,None
085,1732242308.3731675,78.2,34.0,-98.3,None,None,None
085,1732242308.4304926,75.2,26.5,-106.3,None,None,None
085,1732242308.4895172,69.0,19.7,-115.2,None,None,None
085,1732242308.543669,65.6,17.8,-117.4,None,None,None
085,1732242308.5990024,62.4,15.4,-120.3,None,None,None
085,1732242308.6565828,59.2,13.9,-121.8,None,None,None
085,1732242308.713021,56.0,12.5,-123.7,None,None,None
085,1732242308.771021,53.1,11.7,-125.2,None,None,None
085,1732242308.8257697,49.3,10.1,-127.1,None,None,None
085,1732242308.8822236,46.6,9.9,-128.6,None,None,None
085,1732242308.9438405,40.0,8.3,-129.6,None,None,None
085,1732242308.9991121,36.7,7.8,-130.2,None,None,None
085,1732242309.0538328,33.6,7.5,-131.0,None,None,None
085,1732242309.1107686,31.1,7.2,-131.9,None,None,None
085,1732242309.1657016,28.3,6.8,-132.3,None,None,None
085,1732242309.2239103,25.5,6.5,-133.0,None,None,None
085,1732242309.2814834,22.9,6.0,-133.7,None,None,None
085,1732242309.3403983,18.1,3.8,-136.2,None,None,None
085,1732242309.3869443,18.1,3.8,-136.2,None,None,None
085,1732242309.4531825,13.6,-0.1,-139.0,None,None,None
085,1732242309.5063643,11.4,-1.3,-141.6,None,None,None
085,1732242309.5627425,8.5,-1.4,-142.7,None,None,None
085,1732242309.62121,5.3,-1.0,-143.6,None,None,None
085,1732242309.677306,1.4,-1.4,-145.5,None,None,None
085,1732242309.7326334,-2.2,-3.1,-147.1,None,None,None
085,1732242309.792642,-7.3,-5.4,-151.9,None,None,None
085,1732242309.833284,-7.3,-5.4,-151.9,None,None,None
085,1732242309.9050972,-6.9,-2.7,-161.2,None,None,None
085,1732242309.9614923,-5.7,-0.3,-165.4,None,None,None
085,1732242310.016268,-4.9,2.3,-168.3,None,None,None
085,1732242310.072504,-3.1,5.3,-170.7,None,None,None
085,1732242310.1312962,-1.0,7.9,-173.2,None,None,None
085,1732242310.1854339,1.1,9.6,-176.1,None,None,None
085,1732242310.2462516,6.0,11.3,177.8,None,None,None
085,1732242310.301664,7.9,11.6,175.8,None,None,None
085,1732242310.3555992,10.8,12.1,173.39999999999998,None,None,None
085,1732242310.4127562,10.5,11.9,171.5,None,None,None
085,1732242310.4691389,12.0,12.4,169.8,None,None,None
085,1732242310.5262604,11.2,12.2,168.10000000000002,None,None,None
085,1732242310.5827215,11.4,12.7,165.60000000000002,None,None,None
085,1732242310.6429875,10.5,13.3,161.39999999999998,None,None,None
085,1732242310.6894562,10.5,13.3,161.39999999999998,None,None,None
085,1732242310.7571216,11.6,14.3,155.7,None,None,None
085,1732242310.8124056,8.4,14.2,154.7,None,None,None
085,1732242310.8667543,8.7,14.2,152.8,None,None,None
085,1732242310.9251049,7.8,12.9,150.10000000000002,None,None,None
085,1732242310.9802191,9.6,12.8,148.3,None,None,None
085,1732242311.036798,9.0,11.8,147.10000000000002,None,None,None
085,1732242311.0969973,11.5,10.5,143.0,None,None,None
085,1732242311.1508062,11.8,10.0,142.0,None,None,None
085,1732242311.207209,11.9,9.3,140.10000000000002,None,None,None
085,1732242311.2638927,11.0,9.1,138.8,None,None,None
085,1732242311.3203697,11.9,9.0,137.89999999999998,None,None,None
085,1732242311.3775342,11.5,9.1,136.3,None,None,None
085,1732242311.4335847,10.2,9.4,134.89999999999998,None,None,None
085,1732242311.495318,9.6,9.9,131.39999999999998,None,None,None
085,1732242311.5542226,10.0,10.5,129.8,None,None,None
085,1732242311.6083567,10.3,11.4,128.39999999999998,None,None,None
085,1732242311.6681802,9.7,11.8,126.89999999999998,None,None,None
085,1732242311.7258584,9.4,11.8,125.69999999999999,None,None,None
085,1732242311.7809577,7.6,10.6,124.19999999999999,None,None,None
085,1732242311.8438282,7.7,8.7,120.39999999999998,None,None,None
085,1732242311.885132,7.7,8.7,120.39999999999998,None,None,None
085,1732242311.9571083,10.7,8.0,118.19999999999999,None,None,None
085,1732242312.010938,9.5,7.1,118.0,None,None,None
085,1732242312.0680497,9.6,6.6,117.30000000000001,None,None,None
085,1732242312.127039,9.9,6.5,116.89999999999998,None,None,None
085,1732242312.182401,9.7,6.7,116.80000000000001,None,None,None
085,1732242312.239194,9.8,6.3,116.39999999999998,None,None,None
085,1732242312.3052354,9.2,6.3,116.60000000000002,None,None,None
085,1732242312.3610544,8.8,6.2,116.69999999999999,None,None,None
085,1732242312.419703,8.9,5.9,117.10000000000002,None,None,None
085,1732242312.47716,8.8,5.4,117.10000000000002,None,None,None
085,1732242312.5321999,8.8,5.2,117.69999999999999,None,None,None
085,1732242312.589519,8.5,5.2,118.5,None,None,None
085,1732242312.649768,8.2,5.0,121.10000000000002,None,None,None
085,1732242312.70366,8.1,4.2,124.0,None,None,None
085,1732242312.7607102,8.4,3.3,127.10000000000002,None,None,None
085,1732242312.818337,10.0,2.4,132.10000000000002,None,None,None
085,1732242312.8726454,9.9,1.9,138.89999999999998,None,None,None
085,1732242312.9302728,11.5,1.0,146.3,None,None,None
085,1732242312.9883602,10.2,0.8,153.5,None,None,None
085,1732242313.0450685,13.8,-0.6,164.60000000000002,None,None,None
085,1732242313.0929058,13.8,-0.6,164.60000000000002,None,None,None
085,1732242313.1593046,17.4,-2.1,179.0,None,None,None
085,1732242313.216625,16.8,-2.5,-174.6,None,None,None
085,1732242313.27131,18.1,-2.0,-169.6,None,None,None
085,1732242313.3287244,18.3,-0.4,-165.2,None,None,None
085,1732242313.3834693,18.1,0.2,-161.4,None,None,None
085,1732242313.4407454,18.2,-0.3,-156.4,None,None,None
085,1732242313.4995396,17.3,-0.2,-143.9,None,None,None
085,1732242313.540674,17.3,-0.2,-143.9,None,None,None
085,1732242313.6120014,16.9,0.4,-134.4,None,None,None
085,1732242313.6667244,16.9,0.8,-131.4,None,None,None
085,1732242313.7234578,16.5,1.9,-129.4,None,None,None
085,1732242313.7812707,16.2,4.1,-127.7,None,None,None
085,1732242313.837398,15.6,5.9,-126.5,None,None,None
085,1732242313.9071069,15.6,5.9,-126.8,None,None,None
085,1732242313.9638348,15.6,5.9,-126.9,None,None,None
085,1732242314.0267444,15.6,5.9,-127.0,None,None,None
085,1732242314.0880868,15.6,5.9,-127.1,None,None,None
085,1732242314.1515868,15.6,5.9,-127.4,None,None,None
085,1732242314.209911,15.6,5.9,-127.5,None,None,None
085,1732242314.2713618,15.6,5.9,-127.5,None,None,None
085,1732242314.3300488,15.6,5.9,-127.5,None,None,None
085,1732242314.3857448,15.6,5.9,-127.5,None,None,None
085,1732242314.4475956,15.6,6.0,-127.6,None,None,None
085,1732242314.4889972,15.6,6.0,-127.6,None,None,None
085,1732242314.5612984,15.6,6.0,-127.6,None,None,None
085,1732242314.6156497,15.6,6.0,-127.6,None,None,None
085,1732242314.672185,15.6,6.0,-127.6,None,None,None
085,1732242314.7310154,15.6,6.1,-127.6,None,None,None
085,1732242314.7860935,15.6,6.1,-127.6,None,None,None
085,1732242314.8431401,15.6,6.1,-127.5,None,None,None
085,1732242314.904223,15.6,6.1,-127.5,None,None,None
